first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,age,age_class
Ariel,McCloid,Male,4,1994-03-13,Human Resources Manager,Financial Services,High Net Worth,False,Yes,6,99 Quincy Parkway,3630,VIC,Australia,1,486,0.88,28,30.0
Bevvy,Openshaw,Female,68,1975-06-15,Staff Scientist,Financial Services,Affluent Customer,False,Yes,10,902 Westend Lane,2318,NSW,Australia,3,486,0.88,47,50.0
Alexina,Mabley,Female,72,1975-10-12,Web Designer IV,Manufacturing,Mass Customer,False,Yes,10,9 Rieder Junction,2573,NSW,Australia,9,486,0.88,47,50.0
Dawn,Pyffe,Female,56,1965-05-28,Media Manager III,Retail,Mass Customer,False,No,11,734 Veith Way,3155,VIC,Australia,8,492,0.87,57,60.0
Claudette,Renackowna,Female,55,1996-02-11,Administrative Officer,Manufacturing,Mass Customer,False,No,2,0800 Dahle Alley,2148,NSW,Australia,8,492,0.87,27,30.0
Elianora,Poolton,Female,15,1944-06-14,Programmer II,Financial Services,Mass Customer,False,Yes,21,5 Macpherson Drive,3134,VIC,Australia,9,494,0.87,78,80.0
Park,,Male,39,1977-11-08,Nurse Practicioner,IT,Affluent Customer,False,No,14,07 Boyd Drive,4350,QLD,Australia,7,495,0.86,45,40.0
Anthony,Lindstrom,Male,86,1997-11-01,Geologist IV,Financial Services,Affluent Customer,False,Yes,10,427 Oak Avenue,2205,NSW,Australia,10,495,0.86,25,20.0
Liane,Poizer,Female,59,1952-05-05,Analyst Programmer,Property,High Net Worth,False,No,13,390 Express Plaza,2076,NSW,Australia,11,495,0.86,70,70.0
Romonda,Hallt,Female,69,1960-05-09,Operator,Financial Services,Affluent Customer,False,No,15,703 Ludington Plaza,2480,NSW,Australia,4,498,0.86,62,60.0
Sula,Thomann,Female,56,1989-03-17,Assistant Manager,Financial Services,Mass Customer,False,No,6,7 Dayton Circle,2160,NSW,Australia,9,498,0.86,33,30.0
Renell,Earley,Female,5,1954-10-21,Compensation Analyst,Financial Services,Mass Customer,False,Yes,11,79 Manufacturers Plaza,4171,QLD,Australia,5,500,0.86,68,70.0
Cliff,Philipsson,Male,82,1967-02-02,Structural Analysis Engineer,Argiculture,Mass Customer,False,No,16,600 Artisan Drive,3149,VIC,Australia,10,500,0.86,56,60.0
Clevey,Aisthorpe,Male,27,1976-09-20,Software Consultant,Financial Services,Mass Customer,False,Yes,8,0 Veith Way,2009,NSW,Australia,9,502,0.86,46,50.0
Cariotta,,Female,10,1974-08-19,Assistant Media Planner,Entertainment,Affluent Customer,False,Yes,17,2336 Continental Point,2527,NSW,Australia,7,502,0.86,48,50.0
George,Jose,Male,68,1960-12-19,Payment Adjustment Coordinator,Retail,High Net Worth,False,Yes,20,535 Corben Point,4680,QLD,Australia,4,504,0.85,62,60.0
Kissiah,Foat,Female,30,1975-09-11,Graphic Designer,Financial Services,Mass Customer,False,Yes,19,1690 Forster Place,2281,NSW,Australia,9,504,0.85,47,50.0
Milty,Brauninger,Male,13,1945-07-10,Payment Adjustment Coordinator,Financial Services,High Net Worth,False,No,11,54 6th Trail,2640,NSW,Australia,7,504,0.85,77,80.0
Killian,Nettles,Male,44,1980-09-01,Marketing Assistant,Financial Services,Affluent Customer,False,No,4,16 Pepper Wood Junction,3803,VIC,Australia,7,507,0.85,42,40.0
Fredia,Favelle,Female,94,1974-08-29,Teacher,Financial Services,Mass Customer,False,Yes,19,4 Arapahoe Terrace,4014,QLD,Australia,8,507,0.85,48,50.0
Katleen,Arnoult,Female,6,1976-11-24,VP Product Management,Manufacturing,Mass Customer,False,Yes,13,540 Farragut Avenue,2066,NSW,Australia,9,507,0.85,46,50.0
Gaultiero,Fibbens,Male,41,1980-03-14,Help Desk Technician,Financial Services,Affluent Customer,False,No,9,938 Bartillon Hill,2035,NSW,Australia,11,507,0.85,42,40.0
Inglebert,Aspinal,Male,4,1973-10-13,Financial Analyst,Financial Services,Mass Customer,False,No,11,612 Annamark Center,2176,NSW,Australia,8,507,0.85,49,50.0
Jammal,Devenny,Male,57,1999-05-14,Marketing Manager,Retail,High Net Worth,False,No,12,18 Sage Plaza,3152,VIC,Australia,9,507,0.85,23,20.0
Adriane,Richardson,Female,81,1976-03-10,Data Coordiator,Manufacturing,High Net Worth,False,No,9,4 Randy Street,3070,VIC,Australia,8,513,0.84,46,50.0
Jodi,Lermit,Female,94,1954-01-30,Associate Professor,Health,Mass Customer,False,Yes,10,05 Corry Center,4021,QLD,Australia,2,513,0.84,69,70.0
Emelia,Ackwood,Female,72,1988-09-30,Senior Cost Accountant,Financial Services,Mass Customer,False,Yes,10,1 South Street,4183,QLD,Australia,9,515,0.84,34,30.0
Andee,Huke,Female,91,1971-06-28,Associate Professor,Manufacturing,Mass Customer,False,No,9,4810 Kim Park,3858,VIC,Australia,2,515,0.84,51,50.0
Isa,Fominov,Male,75,2001-06-21,Physical Therapy Assistant,Financial Services,Mass Customer,False,Yes,5,80388 Ryan Place,2010,NSW,Australia,9,515,0.84,21,20.0
Zabrina,Margram,Female,87,1964-05-15,Associate Professor,Manufacturing,High Net Worth,False,Yes,11,1092 Kinsman Parkway,4053,QLD,Australia,8,515,0.84,58,60.0
Maddalena,Angood,Female,79,1999-07-28,Associate Professor,Manufacturing,Affluent Customer,False,No,12,1 Bluejay Court,2320,NSW,Australia,4,515,0.84,23,20.0
Sofie,Worsfold,Female,87,1954-10-06,Environmental Tech,Retail,Mass Customer,False,Yes,9,7 Maple Wood Plaza,4125,QLD,Australia,6,520,0.84,68,70.0
Elmira,Vasilyev,Female,33,1951-10-14,Senior Quality Engineer,Manufacturing,High Net Worth,False,No,12,12 Eastlawn Terrace,2007,NSW,Australia,9,520,0.84,71,70.0
Free,Rowland,Male,42,1956-05-17,Associate Professor,Financial Services,Mass Customer,False,Yes,12,24929 Spaight Junction,3796,VIC,Australia,8,520,0.84,66,70.0
Worthington,Cohane,Male,60,1991-01-23,Chief Design Engineer,Entertainment,High Net Worth,False,No,2,846 Daystar Lane,2000,NSW,Australia,12,520,0.84,32,30.0
Bailey,Bereford,Male,44,1950-09-30,Senior Sales Associate,Argiculture,Affluent Customer,False,Yes,11,36 Golf Course Circle,2444,NSW,Australia,6,524,0.84,72,70.0
Perry,Whitehurst,Male,79,1980-05-29,Structural Engineer,Manufacturing,High Net Worth,False,Yes,8,0 Nelson Crossing,3155,VIC,Australia,7,524,0.84,42,40.0
Antony,Tuma,Male,11,1954-03-10,Environmental Tech,Telecommunications,High Net Worth,False,Yes,13,93264 Almo Plaza,3078,VIC,Australia,10,526,0.83,69,70.0
Corene,Hallgate,Female,26,1964-11-06,Associate Professor,Financial Services,Mass Customer,False,Yes,14,2109 Shoshone Court,3103,VIC,Australia,12,526,0.83,58,60.0
Nico,Chadwick,Male,97,1953-05-24,Research Assistant IV,Financial Services,Affluent Customer,False,No,13,355 Roxbury Lane,3190,VIC,Australia,8,526,0.83,69,70.0
Joline,Skipperbottom,Female,59,1972-06-27,Desktop Support Technician,Financial Services,High Net Worth,False,No,9,2 Warrior Crossing,2161,NSW,Australia,9,529,0.83,50,50.0
Ivy,Farr,Female,56,1973-07-03,Office Assistant IV,IT,High Net Worth,False,No,19,08470 Kingsford Lane,2120,NSW,Australia,11,530,0.83,49,50.0
Dallas,Lavalde,Female,18,1998-12-19,Product Engineer,Financial Services,Mass Customer,False,No,12,16898 Donald Plaza,2323,NSW,Australia,4,530,0.83,24,20.0
Amabel,,Female,71,1981-09-14,Chief Design Engineer,Financial Services,Mass Customer,False,Yes,9,3128 Mallory Pass,2144,NSW,Australia,6,530,0.83,41,40.0
Hilario,McCulloch,Male,61,1986-01-10,Physical Therapy Assistant,Retail,Mass Customer,False,No,8,799 Luster Road,3051,VIC,Australia,8,530,0.83,37,40.0
Jim,Haddrell,Male,55,1955-04-08,Associate Professor,Financial Services,Mass Customer,False,No,9,53 Dryden Trail,2358,NSW,Australia,3,530,0.83,67,70.0
Jacobo,Mucklow,Male,62,1952-12-04,Computer Systems Analyst I,Financial Services,High Net Worth,False,Yes,22,5512 Ronald Regan Hill,3122,VIC,Australia,8,530,0.83,70,70.0
Gretel,Paschke,Female,10,1956-05-29,Editor,Financial Services,Mass Customer,False,Yes,17,72 Melrose Street,4074,QLD,Australia,7,536,0.83,66,70.0
Jethro,Mertel,Male,16,1978-12-10,Software Consultant,Argiculture,Mass Customer,False,Yes,15,3460 Dapin Street,2262,NSW,Australia,6,536,0.83,44,40.0
Dwain,Hatch,Male,62,1994-11-16,Marketing Assistant,Health,Affluent Customer,False,No,15,5 Hovde Lane,3028,VIC,Australia,8,536,0.83,28,30.0
Lucretia,D'Agostini,Female,41,1978-12-14,Database Administrator III,Manufacturing,High Net Worth,False,No,15,4 Gale Center,3185,VIC,Australia,7,536,0.83,44,40.0
Claude,Bowstead,Female,37,1997-11-29,Accounting Assistant III,Manufacturing,Mass Customer,False,No,7,5263 Stone Corner Crossing,2217,NSW,Australia,12,536,0.83,25,20.0
Donn,MacGregor,Male,80,1965-04-22,Civil Engineer,Manufacturing,High Net Worth,False,No,5,0439 Mandrake Park,2046,NSW,Australia,10,536,0.83,57,60.0
Laurel,Devennie,Female,78,1976-09-25,VP Product Management,Manufacturing,Affluent Customer,False,No,13,069 Hoard Pass,4352,QLD,Australia,5,536,0.83,46,50.0
Elvira,Darthe,Female,10,1975-04-08,Accounting Assistant I,Financial Services,Affluent Customer,False,No,16,89 Green Ridge Point,2168,NSW,Australia,9,536,0.83,47,50.0
Angie,Tansley,Male,68,1950-11-30,VP Sales,Manufacturing,Mass Customer,False,No,8,8 Cardinal Junction,2444,NSW,Australia,7,544,0.82,72,70.0
Terrence,Dalligan,Male,60,1998-02-19,Chemical Engineer,Manufacturing,High Net Worth,False,Yes,2,240 Main Hill,3200,VIC,Australia,6,544,0.82,25,20.0
Katy,Crooke,Female,0,1977-06-30,Food Chemist,Health,Mass Customer,False,No,13,67081 Burrows Center,2111,NSW,Australia,12,546,0.82,45,40.0
Sammy,Borsi,Female,99,1972-04-27,Accountant III,Financial Services,Mass Customer,False,No,5,0 Kipling Way,2289,NSW,Australia,7,546,0.82,50,50.0
Morganica,Ainsbury,Female,37,1973-01-06,Senior Editor,Entertainment,High Net Worth,False,Yes,9,1 Raven Way,2151,NSW,Australia,10,546,0.82,50,50.0
Nils,Champion,Male,69,1984-07-06,Programmer III,Retail,Affluent Customer,False,No,13,261 Holy Cross Park,2750,NSW,Australia,9,549,0.82,38,40.0
Beverlee,Querree,Female,42,1991-04-21,Marketing Manager,Financial Services,High Net Worth,False,Yes,12,891 Ohio Terrace,2075,NSW,Australia,12,549,0.82,31,30.0
Cami,Eitter,Female,34,1979-01-03,Professor,Manufacturing,High Net Worth,False,Yes,11,1408 Hovde Circle,3081,VIC,Australia,9,551,0.82,44,40.0
Reiko,Degenhardt,Female,83,1976-01-16,Financial Analyst,Financial Services,High Net Worth,False,Yes,5,50897 Northfield Road,4280,QLD,Australia,6,552,0.82,47,50.0
Cord,Dunsmore,Male,12,1999-04-21,Internal Auditor,Manufacturing,Mass Customer,False,Yes,13,596 Boyd Park,4301,QLD,Australia,3,552,0.82,23,20.0
Gabey,Kennicott,Female,55,1958-05-14,Developer I,Financial Services,Affluent Customer,False,No,17,8 Fordem Place,2322,NSW,Australia,6,552,0.82,64,60.0
Jacqui,Devey,Female,79,1995-10-01,Analyst Programmer,Financial Services,High Net Worth,False,Yes,13,656 Kennedy Crossing,2261,NSW,Australia,8,555,0.81,27,30.0
Byrom,Ramas,Male,23,1993-11-02,Help Desk Technician,Manufacturing,High Net Worth,False,No,12,2 Jackson Place,2528,NSW,Australia,7,555,0.81,29,30.0
Worthington,Ahmed,Male,79,1972-03-24,Senior Cost Accountant,Financial Services,High Net Worth,False,No,13,39408 Manufacturers Road,3335,VIC,Australia,3,555,0.81,50,50.0
Chico,Dye,Male,46,1994-02-04,Speech Pathologist,Manufacturing,High Net Worth,False,No,13,168 Schlimgen Center,2526,NSW,Australia,9,555,0.81,29,30.0
Davidde,Cockroft,Male,70,1947-04-21,Geological Engineer,Manufacturing,High Net Worth,False,No,8,8 Kim Avenue,2158,NSW,Australia,12,555,0.81,75,80.0
Charlie,Dmych,Male,60,1950-03-31,Account Coordinator,Manufacturing,High Net Worth,False,No,13,920 Cambridge Way,2263,NSW,Australia,6,555,0.81,72,70.0
Donn,Chaney,Male,15,1951-01-29,Research Assistant II,Financial Services,Mass Customer,False,No,13,4 Schlimgen Trail,4701,QLD,Australia,3,561,0.81,72,70.0
Kamila,Parsonage,Female,80,1954-03-08,Associate Professor,Property,Mass Customer,False,No,5,31 Mccormick Court,4131,QLD,Australia,8,562,0.81,69,70.0
Barth,Sapshed,Male,4,1994-06-16,Executive Secretary,Financial Services,Mass Customer,False,Yes,13,65 Milwaukee Lane,4520,QLD,Australia,10,563,0.81,28,30.0
Padriac,Collacombe,Male,67,1967-04-07,Software Consultant,Health,Affluent Customer,False,No,13,76 Mendota Park,2090,NSW,Australia,10,563,0.81,55,60.0
Olive,Mozzi,Female,87,1955-07-06,Account Representative IV,Retail,Affluent Customer,False,Yes,20,26667 Rigney Place,2567,NSW,Australia,9,563,0.81,67,70.0
Benedict,Rosas,Male,73,1955-11-25,Actuary,Financial Services,High Net Worth,False,Yes,15,898 Muir Court,2142,NSW,Australia,6,563,0.81,67,70.0
Virginia,De Antoni,Female,17,1964-03-14,Executive Secretary,Telecommunications,High Net Worth,False,Yes,12,88093 Pierstorff Plaza,2030,NSW,Australia,10,563,0.81,58,60.0
Nicolas,O'Donnell,Male,40,1986-09-25,Internal Auditor,Financial Services,Mass Customer,False,Yes,14,3319 Anthes Crossing,3177,VIC,Australia,7,568,0.8,36,40.0
Oswald,MacCarlich,Male,81,1991-11-24,Assistant Media Planner,Entertainment,Mass Customer,False,No,14,16 Mosinee Place,4717,QLD,Australia,1,568,0.8,31,30.0
Ailyn,Howgate,Female,66,2001-09-27,Electrical Engineer,Manufacturing,Mass Customer,False,Yes,2,197 Northport Plaza,4213,QLD,Australia,7,568,0.8,21,20.0
Karol,Salthouse,Female,53,1968-07-29,Research Assistant III,Financial Services,Mass Customer,False,Yes,18,10236 Mifflin Avenue,2570,NSW,Australia,8,568,0.8,54,50.0
Esdras,Birchett,Male,81,1950-12-09,Assistant Media Planner,Entertainment,Mass Customer,False,Yes,21,5287 Clarendon Plaza,2258,NSW,Australia,9,568,0.8,72,70.0
Wilfrid,Gertray,Male,1,1942-08-23,Accounting Assistant I,Financial Services,Mass Customer,False,No,16,38407 Sutteridge Circle,2766,NSW,Australia,8,568,0.8,80,80.0
Charmain,Styles,Female,49,1965-02-25,Programmer Analyst I,Property,High Net Worth,False,Yes,18,423 Holy Cross Lane,3029,VIC,Australia,7,574,0.8,58,60.0
Harlene,Nono,Unidentified,69,1941-07-21,Human Resources Manager,IT,Mass Customer,False,No,12,0307 Namekagon Crossing,2170,NSW,Australia,7,575,0.8,81,80.0
Kirsteni,Gritskov,Female,66,1998-05-12,Associate Professor,Financial Services,Mass Customer,False,No,4,743 Stuart Terrace,2560,NSW,Australia,7,575,0.8,24,20.0
Bobby,Summersby,Male,90,1943-10-27,Sales Associate,Financial Services,Affluent Customer,False,No,7,1478 Oak Valley Park,3350,VIC,Australia,2,575,0.8,79,80.0
Shepherd,Dutchburn,Male,33,1976-08-12,Senior Sales Associate,Financial Services,High Net Worth,False,Yes,9,8970 Anhalt Junction,2160,NSW,Australia,9,575,0.8,46,50.0
Berenice,Kaesmakers,Female,64,1994-10-15,Sales Representative,Retail,Mass Customer,False,No,11,563 Waywood Park,2145,NSW,Australia,9,575,0.8,28,30.0
Jesse,Crosio,Male,75,1994-04-15,Data Coordiator,Financial Services,Mass Customer,False,Yes,13,9313 Mayer Street,3133,VIC,Australia,8,575,0.8,28,30.0
Cordi,Thornton,Female,47,1973-01-04,Structural Engineer,Telecommunications,Mass Customer,False,No,11,2978 Mccormick Center,2028,NSW,Australia,10,575,0.8,50,50.0
Debbie,Tillman,Female,3,1990-07-06,Account Coordinator,Manufacturing,High Net Worth,False,Yes,13,527 Jay Trail,4551,QLD,Australia,8,582,0.79,32,30.0
Judie,Pirkis,Female,2,1995-07-18,Recruiter,Financial Services,Affluent Customer,False,Yes,4,6 Loftsgordon Pass,2111,NSW,Australia,11,583,0.79,27,30.0
Flin,Yoskowitz,Male,9,1995-12-17,Registered Nurse,Health,Mass Customer,False,Yes,11,9940 Manley Drive,2574,NSW,Australia,7,583,0.79,27,30.0
Noel,Sturch,Female,26,1951-10-28,Environmental Specialist,Health,Mass Customer,False,No,10,0736 West Crossing,3585,VIC,Australia,1,583,0.79,71,70.0
Letizia,Poore,Female,27,1938-08-30,Web Developer II,Manufacturing,Affluent Customer,False,No,15,95796 Mcbride Drive,3677,VIC,Australia,3,583,0.79,84,80.0
Raynard,,Male,32,1996-04-13,Statistician III,Health,Affluent Customer,False,No,14,20187 Loomis Court,4132,QLD,Australia,6,587,0.79,26,30.0
Kiley,Grunder,Male,95,1994-04-17,Cost Accountant,Financial Services,Affluent Customer,False,Yes,1,17393 Colorado Hill,4006,QLD,Australia,8,587,0.79,28,30.0
Ethelred,Sissel,Male,83,1974-12-25,Programmer Analyst IV,Health,High Net Worth,False,No,18,65 Rutledge Parkway,2539,NSW,Australia,8,587,0.79,48,50.0
Dena,Pabst,Female,39,1987-04-20,Account Executive,Manufacturing,High Net Worth,False,Yes,17,02023 Loeprich Drive,3037,VIC,Australia,7,590,0.78,35,40.0
Wyndham,Woolford,Male,1,1979-10-22,Engineer IV,Manufacturing,Mass Customer,False,No,10,9107 Pine View Plaza,3977,VIC,Australia,6,591,0.78,43,40.0
Rochette,Haddacks,Female,44,1996-05-10,Tax Accountant,Retail,Affluent Customer,False,Yes,13,822 Di Loreto Junction,3020,VIC,Australia,8,591,0.78,26,30.0
Jamal,Dudgeon,Male,83,1965-02-09,Mechanical Systems Engineer,Financial Services,Mass Customer,False,No,7,2712 Namekagon Crossing,3029,VIC,Australia,5,591,0.78,58,60.0
Levin,Coxen,Male,13,1955-10-22,Accountant I,Property,Mass Customer,False,No,20,32 Hazelcrest Court,2753,NSW,Australia,8,594,0.78,67,70.0
Marinna,Kauschke,Female,21,1973-03-15,Sales Associate,Financial Services,Affluent Customer,False,Yes,8,9 Forster Circle,3174,VIC,Australia,3,595,0.78,49,50.0
Kyle,Michie,Female,6,1958-07-19,Nurse Practicioner,Financial Services,Mass Customer,False,Yes,10,07226 Anzinger Avenue,3032,VIC,Australia,8,595,0.78,64,60.0
Lanie,Cobbold,Male,57,1978-12-31,Senior Sales Associate,Financial Services,Mass Customer,False,Yes,9,936 Porter Lane,2323,NSW,Australia,5,595,0.78,44,40.0
Gilbert,O'Fallone,Male,29,1994-11-07,Assistant Media Planner,Entertainment,High Net Worth,False,No,1,6 Havey Pass,2126,NSW,Australia,11,595,0.78,28,30.0
Gerianne,Kaysor,Unidentified,15,1941-07-21,Project Manager,IT,Affluent Customer,False,No,5,882 Toban Lane,2121,NSW,Australia,11,599,0.78,81,80.0
Esther,McOnie,Female,59,1939-05-26,Legal Assistant,Financial Services,Mass Customer,False,No,14,844 Forster Place,2096,NSW,Australia,12,599,0.78,83,80.0
Chaim,Kingdon,Male,63,1996-01-21,Compensation Analyst,Financial Services,Affluent Customer,False,Yes,15,42590 Bellgrove Court,2097,NSW,Australia,9,599,0.78,27,30.0
Anson,Dearnaly,Male,68,1997-06-29,Data Coordiator,Health,Affluent Customer,False,Yes,11,6060 Veith Crossing,2103,NSW,Australia,11,602,0.77,25,20.0
Caitrin,Critten,Female,45,1973-01-29,Director of Sales,Manufacturing,Mass Customer,False,Yes,10,25 Lakeland Point,4113,QLD,Australia,7,603,0.77,50,50.0
Garreth,Minett,Male,93,1961-05-23,Physical Therapy Assistant,Financial Services,Affluent Customer,False,Yes,10,21667 Randy Crossing,3163,VIC,Australia,7,604,0.77,61,60.0
Rozamond,Sommer,Female,27,1966-09-19,Operator,IT,Affluent Customer,False,Yes,12,608 Dapin Court,3129,VIC,Australia,10,604,0.77,56,60.0
Annabell,Downer,Female,33,1955-11-25,Budget/Accounting Analyst II,Financial Services,Affluent Customer,False,No,20,8738 Lukken Terrace,2763,NSW,Australia,9,606,0.76,67,70.0
Maximilian,Geffen,Male,96,1955-07-13,Automation Specialist III,Manufacturing,Mass Customer,False,Yes,20,8634 Wayridge Pass,2750,NSW,Australia,8,606,0.76,67,70.0
Ajay,Worham,Female,80,1979-09-30,Computer Systems Analyst I,Manufacturing,Mass Customer,False,Yes,12,5 Homewood Road,2800,NSW,Australia,6,606,0.76,43,40.0
Jamison,Cashin,Male,70,1970-05-19,VP Product Management,Health,Mass Customer,False,Yes,5,7 Dunning Avenue,2477,NSW,Australia,8,609,0.76,52,50.0
Dorian,Emery,Female,94,1998-08-24,Professor,Manufacturing,Mass Customer,False,Yes,9,67 Beilfuss Plaza,2168,NSW,Australia,8,609,0.76,24,20.0
Nicol,Swinford,Male,65,1976-12-07,VP Marketing,Property,High Net Worth,False,No,16,976 Roxbury Alley,4157,QLD,Australia,7,609,0.76,46,50.0
Agna,Cowpe,Female,88,1969-03-05,Associate Professor,Property,Mass Customer,False,Yes,7,2 Main Lane,4114,QLD,Australia,3,612,0.76,54,50.0
Nev,Prosh,Male,29,1950-05-08,Environmental Tech,Health,Affluent Customer,False,Yes,17,6115 Forest Crossing,2148,NSW,Australia,8,612,0.76,72,70.0
Lucius,Hatchell,Male,37,1951-03-19,Media Manager II,Retail,Mass Customer,False,Yes,14,432 Ronald Regan Court,3782,VIC,Australia,8,612,0.76,71,70.0
Francisca,Pottage,Female,63,1957-06-10,Software Engineer II,IT,Mass Customer,False,No,8,8600 Forster Lane,2177,NSW,Australia,9,615,0.76,65,60.0
Farlie,Brookz,Male,62,1963-07-31,Administrative Assistant I,Health,Mass Customer,False,Yes,6,6692 Independence Way,2070,NSW,Australia,12,615,0.76,59,60.0
Mariette,,Female,47,1956-07-05,Programmer II,Property,Affluent Customer,False,Yes,17,770 Farmco Point,2049,NSW,Australia,11,617,0.75,66,70.0
Beverlee,Ungerechts,Female,49,1973-10-03,Civil Engineer,Manufacturing,Mass Customer,False,No,8,602 Toban Center,4020,QLD,Australia,7,617,0.75,49,50.0
Nanni,Girodias,Female,61,1959-01-08,Associate Professor,Retail,High Net Worth,False,No,16,74 Shopko Pass,2161,NSW,Australia,9,617,0.75,64,60.0
Delcina,Hursey,Female,22,1968-12-26,Associate Professor,Financial Services,Mass Customer,False,Yes,7,804 Washington Point,4132,QLD,Australia,4,620,0.75,54,50.0
Lek,Pimblett,Male,88,1955-09-29,Product Engineer,Financial Services,Mass Customer,False,Yes,6,97 Merrick Center,2460,NSW,Australia,2,620,0.75,67,70.0
Kellyann,Adshad,Female,62,1940-06-07,Associate Professor,Financial Services,Mass Customer,False,Yes,22,29 Tennyson Alley,2161,NSW,Australia,9,620,0.75,82,80.0
Ewell,Paulusch,Male,31,1998-01-15,Engineer I,Manufacturing,Mass Customer,False,Yes,8,8194 Lien Street,4032,QLD,Australia,7,620,0.75,25,20.0
Madison,Lars,Male,11,1967-01-19,Health Coach III,Health,Mass Customer,False,No,19,9503 New Castle Street,4500,QLD,Australia,9,620,0.75,56,60.0
Ardis,Taree,Female,97,1960-04-12,Chemical Engineer,Manufacturing,Affluent Customer,False,Yes,5,0 Emmet Trail,4128,QLD,Australia,9,625,0.75,62,60.0
Wheeler,Godsil,Male,51,1993-09-20,Geologist IV,Manufacturing,Affluent Customer,False,Yes,6,7 Spaight Drive,2147,NSW,Australia,9,626,0.74,29,30.0
Marissa,O'Scandall,Female,17,1973-07-13,Associate Professor,Financial Services,Affluent Customer,False,Yes,7,45000 Randy Court,3199,VIC,Australia,7,626,0.74,49,50.0
Terrel,Keynd,Male,30,1961-04-20,Junior Executive,Manufacturing,Mass Customer,False,No,9,65 David Pass,4221,QLD,Australia,7,626,0.74,61,60.0
Augie,Swallwell,Male,42,1939-08-22,Associate Professor,Property,Affluent Customer,False,Yes,13,7 Golden Leaf Avenue,2400,NSW,Australia,2,626,0.74,83,80.0
Dillon,Bannister,Male,7,1945-12-24,Tax Accountant,Financial Services,Mass Customer,False,No,11,43 Dayton Drive,2062,NSW,Australia,9,626,0.74,77,80.0
Osbourn,Gherardini,Male,43,1987-05-01,Associate Professor,Financial Services,High Net Worth,False,Yes,16,5 Dryden Road,2782,NSW,Australia,7,626,0.74,35,40.0
Lissa,Gawn,Female,86,1962-09-21,Legal Assistant,Health,Mass Customer,False,Yes,17,14183 Iowa Center,4503,QLD,Australia,5,632,0.74,60,60.0
Leisha,McConway,Female,3,1975-10-31,Payment Adjustment Coordinator,Financial Services,Mass Customer,False,Yes,13,95 Del Mar Court,3175,VIC,Australia,8,632,0.74,47,50.0
Kearney,Cuddehy,Male,88,1997-05-18,Marketing Assistant,Retail,Mass Customer,False,No,12,98 Shoshone Road,4207,QLD,Australia,6,634,0.74,25,20.0
Shellysheldon,Bichard,Male,96,1954-01-06,Desktop Support Technician,Financial Services,Mass Customer,False,Yes,16,7199 Springview Parkway,4503,QLD,Australia,5,634,0.74,69,70.0
Reinhard,Oscroft,Male,23,1950-03-18,Pharmacist,Health,High Net Worth,False,No,18,045 Magdeline Court,3690,VIC,Australia,1,634,0.74,72,70.0
Menard,Venmore,Male,97,1978-04-04,Assistant Professor,Retail,High Net Worth,False,No,8,5 Hoard Trail,2197,NSW,Australia,10,637,0.74,44,40.0
Andree,Breeds,Female,31,1954-10-19,Senior Editor,Financial Services,Affluent Customer,False,Yes,11,93 Scofield Pass,3152,VIC,Australia,6,637,0.74,68,70.0
Kata,Harrop,Female,70,1950-05-04,Associate Professor,Retail,Affluent Customer,False,Yes,13,2 Ridgeway Avenue,2196,NSW,Australia,10,637,0.74,72,70.0
Pierrette,Gummie,Female,18,1966-08-04,Statistician II,Retail,Affluent Customer,False,No,14,29 Maple Trail,3143,VIC,Australia,8,637,0.74,56,60.0
Nady,Withinshaw,Female,96,1968-02-17,Database Administrator III,Financial Services,High Net Worth,False,No,8,7 Brentwood Circle,4000,QLD,Australia,7,641,0.73,55,60.0
Demott,Mullaly,Male,42,1982-12-15,Help Desk Operator,Property,Mass Customer,False,No,13,28 Hazelcrest Drive,2525,NSW,Australia,8,642,0.73,40,40.0
Wendye,Kleinplatz,Female,48,1996-05-28,Executive Secretary,Manufacturing,Affluent Customer,False,No,14,01 Reindahl Circle,4132,QLD,Australia,3,643,0.73,26,30.0
Irvin,Bevans,Male,82,1962-07-12,Payment Adjustment Coordinator,Manufacturing,Mass Customer,False,No,12,5880 Hauk Street,2046,NSW,Australia,11,644,0.73,60,60.0
Madella,Marquiss,Female,51,1976-10-08,VP Marketing,Financial Services,Affluent Customer,False,No,18,0 Larry Park,3175,VIC,Australia,8,644,0.73,46,50.0
Austine,Speedy,Female,38,1940-05-23,Software Engineer II,Argiculture,High Net Worth,False,Yes,14,69 Sunfield Terrace,2558,NSW,Australia,8,646,0.73,82,80.0
Wolf,Craft,Male,93,1995-07-19,Database Administrator III,Retail,Affluent Customer,False,Yes,5,7513 Swallow Drive,2148,NSW,Australia,9,646,0.73,27,30.0
Aldin,Newsome,Male,24,1981-07-06,Financial Analyst,Financial Services,Mass Customer,False,No,17,058 Morningstar Center,2127,NSW,Australia,9,648,0.72,41,40.0
Sindee,Jasik,Female,18,1942-10-21,Social Worker,Health,Mass Customer,False,Yes,15,0689 Melby Park,4030,QLD,Australia,9,648,0.72,80,80.0
Truman,Arlett,Male,58,1958-06-25,Technical Writer,Manufacturing,High Net Worth,False,Yes,16,3 Spohn Circle,2477,NSW,Australia,5,648,0.72,64,60.0
